real_price,pred_price,datetime,date,target_power,actual_power,revenue,cost,profit
310.0,311.4555828761912,2026-04-28 07:45:00,2026-04-28,240,240.0,18600.0,10800.0,7800.0
300.0,288.41914749815305,2026-04-28 08:00:00,2026-04-28,240,240.0,18000.0,10800.0,7200.0
300.0,296.2694543016671,2026-04-28 08:15:00,2026-04-28,240,240.0,18000.0,10800.0,7200.0
300.0,288.7129045342335,2026-04-28 08:30:00,2026-04-28,240,240.0,18000.0,10800.0,7200.0
300.0,286.5217232523849,2026-04-28 08:45:00,2026-04-28,240,240.0,18000.0,10800.0,7200.0
300.0,293.5352095933426,2026-04-28 09:00:00,2026-04-28,240,240.0,18000.0,10800.0,7200.0
300.0,292.42804262989046,2026-04-28 09:15:00,2026-04-28,240,240.0,18000.0,10800.0,7200.0
272.0,293.0098134312817,2026-04-28 09:30:00,2026-04-28,240,240.0,16320.0,10800.0,5520.0
223.0,228.26765952587536,2026-04-28 09:45:00,2026-04-28,120,180.0,10035.0,8100.0,1935.0
0.0,142.65826478983217,2026-04-28 10:00:00,2026-04-28,120,120.0,0.0,5400.0,-5400.0
0.0,-12.610812472341172,2026-04-28 10:15:00,2026-04-28,120,120.0,0.0,5400.0,-5400.0
0.0,-8.634750118396504,2026-04-28 10:30:00,2026-04-28,120,120.0,0.0,5400.0,-5400.0
150.0,12.975042418861769,2026-04-28 10:45:00,2026-04-28,120,120.0,4500.0,5400.0,-900.0
260.0,247.01404475799532,2026-04-28 11:00:00,2026-04-28,120,120.0,7800.0,5400.0,2400.0
250.0,248.209309811026,2026-04-28 11:15:00,2026-04-28,120,120.0,7500.0,5400.0,2100.0
243.0,260.8630045496874,2026-04-28 11:30:00,2026-04-28,240,180.0,10935.0,8100.0,2835.0
223.0,252.56801925663007,2026-04-28 11:45:00,2026-04-28,120,120.0,6690.0,5400.0,1290.0
238.0,159.86283976522617,2026-04-28 12:00:00,2026-04-28,120,120.0,7140.0,5400.0,1740.0
250.0,259.72209252083104,2026-04-28 12:15:00,2026-04-28,120,120.0,7500.0,5400.0,2100.0
250.0,256.5820816720496,2026-04-28 12:30:00,2026-04-28,120,120.0,7500.0,5400.0,2100.0
250.0,262.9137642726456,2026-04-28 12:45:00,2026-04-28,240,180.0,11250.0,8100.0,3150.0
200.0,263.1045779422035,2026-04-28 13:00:00,2026-04-28,240,240.0,12000.0,10800.0,1200.0
186.0,172.06217402370905,2026-04-28 13:15:00,2026-04-28,120,180.0,8370.0,8100.0,270.0
0.0,92.92389173637966,2026-04-28 13:30:00,2026-04-28,120,120.0,0.0,5400.0,-5400.0
186.0,54.55386509142363,2026-04-28 13:45:00,2026-04-28,120,120.0,5580.0,5400.0,180.0
0.0,242.82312662551607,2026-04-28 14:00:00,2026-04-28,120,120.0,0.0,5400.0,-5400.0
238.0,94.49099919538402,2026-04-28 14:15:00,2026-04-28,120,120.0,7140.0,5400.0,1740.0
233.0,253.5915914341283,2026-04-28 14:30:00,2026-04-28,120,120.0,6990.0,5400.0,1590.0
250.0,190.26961330319125,2026-04-28 14:45:00,2026-04-28,120,120.0,7500.0,5400.0,2100.0
280.0,292.5134372947007,2026-04-28 15:00:00,2026-04-28,240,180.0,12600.0,8100.0,4500.0
288.0,310.6566674601235,2026-04-28 15:15:00,2026-04-28,240,240.0,17280.0,10800.0,6480.0
300.0,302.26671796201464,2026-04-28 15:30:00,2026-04-28,240,240.0,18000.0,10800.0,7200.0
302.0,319.9637943595332,2026-04-28 15:45:00,2026-04-28,240,240.0,18120.0,10800.0,7320.0
329.0,318.21072589698093,2026-04-28 16:00:00,2026-04-28,240,240.0,19740.0,10800.0,8940.0
340.0,351.1857709131731,2026-04-28 16:15:00,2026-04-28,240,240.0,20400.0,10800.0,9600.0
350.0,348.8202285284308,2026-04-28 16:30:00,2026-04-28,240,240.0,21000.0,10800.0,10200.0
360.0,358.63506377191777,2026-04-28 16:45:00,2026-04-28,240,240.0,21600.0,10800.0,10800.0
361.98,367.0047918700751,2026-04-28 17:00:00,2026-04-28,240,240.0,21718.800000000003,10800.0,10918.800000000003
368.4,369.46276401290953,2026-04-28 17:15:00,2026-04-28,240,240.0,22104.0,10800.0,11304.0
369.15,376.67861423180426,2026-04-28 17:30:00,2026-04-28,240,240.0,22149.0,10800.0,11349.0
382.52,372.5839424570202,2026-04-28 17:45:00,2026-04-28,240,240.0,22951.199999999997,10800.0,12151.199999999997
388.08,388.05257921143794,2026-04-28 18:00:00,2026-04-28,300,300.0,29106.0,13500.0,15606.0
397.28,393.9589739635953,2026-04-28 18:15:00,2026-04-28,300,300.0,29795.999999999996,13500.0,16295.999999999996
400.0,398.15907396037136,2026-04-28 18:30:00,2026-04-28,300,300.0,30000.0,13500.0,16500.0
410.0,406.138191340944,2026-04-28 18:45:00,2026-04-28,300,300.0,30750.0,13500.0,17250.0
415.0,411.0631538988422,2026-04-28 19:00:00,2026-04-28,300,300.0,31125.0,13500.0,17625.0
417.0,418.1961017342937,2026-04-28 19:15:00,2026-04-28,300,300.0,31275.0,13500.0,17775.0
417.0,419.8629333961744,2026-04-28 19:30:00,2026-04-28,300,300.0,31275.0,13500.0,17775.0
420.0,420.06551073500975,2026-04-28 19:45:00,2026-04-28,350,350.0,36750.0,15750.0,21000.0
420.0,420.4413458034353,2026-04-28 20:00:00,2026-04-28,350,350.0,36750.0,15750.0,21000.0
420.0,417.6777697392227,2026-04-28 20:15:00,2026-04-28,300,300.0,31500.0,13500.0,18000.0
420.0,417.6777697392227,2026-04-28 20:30:00,2026-04-28,300,300.0,31500.0,13500.0,18000.0
420.0,418.487190635995,2026-04-28 20:45:00,2026-04-28,300,300.0,31500.0,13500.0,18000.0
413.0,418.3634635531246,2026-04-28 21:00:00,2026-04-28,300,300.0,30975.0,13500.0,17475.0
410.0,410.3780909591125,2026-04-28 21:15:00,2026-04-28,300,300.0,30750.0,13500.0,17250.0
410.0,405.9192355370225,2026-04-28 21:30:00,2026-04-28,300,300.0,30750.0,13500.0,17250.0
410.0,406.70367449565066,2026-04-28 21:45:00,2026-04-28,300,300.0,30750.0,13500.0,17250.0
401.0,403.9111312828373,2026-04-28 22:00:00,2026-04-28,300,300.0,30075.0,13500.0,16575.0
400.0,397.6714331127378,2026-04-28 22:15:00,2026-04-28,300,300.0,30000.0,13500.0,16500.0
390.0,395.0630585542546,2026-04-28 22:30:00,2026-04-28,300,300.0,29250.0,13500.0,15750.0
390.0,385.0803478295904,2026-04-28 22:45:00,2026-04-28,300,300.0,29250.0,13500.0,15750.0
380.0,387.0377672403256,2026-04-28 23:00:00,2026-04-28,300,300.0,28500.0,13500.0,15000.0
380.0,377.0041188125314,2026-04-28 23:15:00,2026-04-28,240,240.0,22800.0,10800.0,12000.0
370.0,375.8604876348194,2026-04-28 23:30:00,2026-04-28,240,240.0,22200.0,10800.0,11400.0
370.0,368.83022222689465,2026-04-28 23:45:00,2026-04-28,240,240.0,22200.0,10800.0,11400.0
370.0,378.7749777849506,2026-04-29 00:00:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
371.0,378.8422414597848,2026-04-29 00:15:00,2026-04-29,240,240.0,22260.0,10800.0,11460.0
371.0,383.1348143191022,2026-04-29 00:30:00,2026-04-29,300,300.0,27825.0,13500.0,14325.0
370.0,382.0836961506703,2026-04-29 00:45:00,2026-04-29,300,300.0,27750.0,13500.0,14250.0
370.0,369.3351252448496,2026-04-29 01:00:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,367.8587089164306,2026-04-29 01:15:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,367.8587089164306,2026-04-29 01:30:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,368.0351480633677,2026-04-29 01:45:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,368.0351480633677,2026-04-29 02:00:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,368.0351480633677,2026-04-29 02:15:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
362.0,367.9678843885336,2026-04-29 02:30:00,2026-04-29,240,240.0,21720.0,10800.0,10920.0
360.0,361.0622212512229,2026-04-29 02:45:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
360.0,362.3988550553327,2026-04-29 03:00:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
360.0,358.1100633039379,2026-04-29 03:15:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
360.0,358.1100633039379,2026-04-29 03:30:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
360.0,358.28650245087505,2026-04-29 03:45:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
360.0,359.729565204975,2026-04-29 04:00:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
362.0,359.729565204975,2026-04-29 04:15:00,2026-04-29,240,240.0,21720.0,10800.0,10920.0
370.0,365.4375844062779,2026-04-29 04:30:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,375.2582240386786,2026-04-29 04:45:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,371.1534868569611,2026-04-29 05:00:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,371.2479046030948,2026-04-29 05:15:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
380.0,371.922722161688,2026-04-29 05:30:00,2026-04-29,240,240.0,22800.0,10800.0,12000.0
380.0,384.8842392941109,2026-04-29 05:45:00,2026-04-29,300,300.0,28500.0,13500.0,15000.0
380.0,377.3338240744529,2026-04-29 06:00:00,2026-04-29,240,240.0,22800.0,10800.0,12000.0
370.0,377.3338240744529,2026-04-29 06:15:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
370.0,366.2276312960089,2026-04-29 06:30:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
360.0,366.0502193377845,2026-04-29 06:45:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
347.0,353.8367854885736,2026-04-29 07:00:00,2026-04-29,240,240.0,20820.0,10800.0,10020.0
330.0,337.4303759066912,2026-04-29 07:15:00,2026-04-29,240,240.0,19800.0,10800.0,9000.0
310.0,300.76846615669075,2026-04-29 07:30:00,2026-04-29,240,240.0,18600.0,10800.0,7800.0
300.0,291.96425532246167,2026-04-29 07:45:00,2026-04-29,240,240.0,18000.0,10800.0,7200.0
290.0,292.397630483588,2026-04-29 08:00:00,2026-04-29,240,240.0,17400.0,10800.0,6600.0
288.0,282.1817257649696,2026-04-29 08:15:00,2026-04-29,240,240.0,17280.0,10800.0,6480.0
282.0,274.9888673096057,2026-04-29 08:30:00,2026-04-29,240,240.0,16920.0,10800.0,6120.0
280.0,272.15326503300946,2026-04-29 08:45:00,2026-04-29,240,240.0,16800.0,10800.0,6000.0
280.0,267.56980737602964,2026-04-29 09:00:00,2026-04-29,240,240.0,16800.0,10800.0,6000.0
250.0,271.6949413581658,2026-04-29 09:15:00,2026-04-29,240,240.0,15000.0,10800.0,4200.0
186.0,220.3726304719601,2026-04-29 09:30:00,2026-04-29,120,180.0,8370.0,8100.0,270.0
0.0,46.883978221323055,2026-04-29 09:45:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,0.5313947285841476,2026-04-29 10:00:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,11.797928528789605,2026-04-29 10:15:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,10.556457249868888,2026-04-29 10:30:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,5.041448163040076,2026-04-29 10:45:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,21.4767152066594,2026-04-29 11:00:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,6.550275551550321,2026-04-29 11:15:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,0.763222710170514,2026-04-29 11:30:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,0.763222710170514,2026-04-29 11:45:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,9.409278560104228,2026-04-29 12:00:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
223.0,1.039830800088696,2026-04-29 12:15:00,2026-04-29,120,120.0,6690.0,5400.0,1290.0
220.0,233.02231418663948,2026-04-29 12:30:00,2026-04-29,120,120.0,6600.0,5400.0,1200.0
223.0,218.81214565557565,2026-04-29 12:45:00,2026-04-29,120,120.0,6690.0,5400.0,1290.0
0.0,274.5735249293779,2026-04-29 13:00:00,2026-04-29,240,180.0,0.0,8100.0,-8100.0
0.0,90.63901864538732,2026-04-29 13:15:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
0.0,46.75874975962502,2026-04-29 13:30:00,2026-04-29,120,120.0,0.0,5400.0,-5400.0
186.0,57.24334486566793,2026-04-29 13:45:00,2026-04-29,120,120.0,5580.0,5400.0,180.0
200.0,280.3801930963381,2026-04-29 14:00:00,2026-04-29,240,180.0,9000.0,8100.0,900.0
256.0,279.50956939511974,2026-04-29 14:15:00,2026-04-29,240,240.0,15360.0,10800.0,4560.0
282.0,276.61607946784653,2026-04-29 14:30:00,2026-04-29,240,240.0,16920.0,10800.0,6120.0
300.0,294.6009526326018,2026-04-29 14:45:00,2026-04-29,240,240.0,18000.0,10800.0,7200.0
300.0,295.1496624246428,2026-04-29 15:00:00,2026-04-29,240,240.0,18000.0,10800.0,7200.0
320.0,307.54438313143856,2026-04-29 15:15:00,2026-04-29,240,240.0,19200.0,10800.0,8400.0
330.0,333.1439634829828,2026-04-29 15:30:00,2026-04-29,240,240.0,19800.0,10800.0,9000.0
340.0,343.84789518261863,2026-04-29 15:45:00,2026-04-29,240,240.0,20400.0,10800.0,9600.0
350.0,348.65804118744194,2026-04-29 16:00:00,2026-04-29,240,240.0,21000.0,10800.0,10200.0
360.0,359.3808287105327,2026-04-29 16:15:00,2026-04-29,240,240.0,21600.0,10800.0,10800.0
370.0,366.4144368089915,2026-04-29 16:30:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
380.0,378.5424322472167,2026-04-29 16:45:00,2026-04-29,240,240.0,22800.0,10800.0,12000.0
390.0,385.750477294052,2026-04-29 17:00:00,2026-04-29,300,300.0,29250.0,13500.0,15750.0
395.0,396.7749395830857,2026-04-29 17:15:00,2026-04-29,300,300.0,29625.0,13500.0,16125.0
400.0,398.41346590347086,2026-04-29 17:30:00,2026-04-29,300,300.0,30000.0,13500.0,16500.0
415.0,404.9084727835097,2026-04-29 17:45:00,2026-04-29,300,300.0,31125.0,13500.0,17625.0
430.0,416.6588115359729,2026-04-29 18:00:00,2026-04-29,300,300.0,32250.0,13500.0,18750.0
440.0,434.0776905846248,2026-04-29 18:15:00,2026-04-29,350,350.0,38500.0,15750.0,22750.0
450.0,452.836358731556,2026-04-29 18:30:00,2026-04-29,350,350.0,39375.0,15750.0,23625.0
460.0,464.7776318353617,2026-04-29 18:45:00,2026-04-29,350,350.0,40250.0,15750.0,24500.0
490.0,467.3651209714098,2026-04-29 19:00:00,2026-04-29,350,350.0,42875.0,15750.0,27125.0
500.0,494.0564289567463,2026-04-29 19:15:00,2026-04-29,350,350.0,43750.0,15750.0,28000.0
500.0,479.7674096780555,2026-04-29 19:30:00,2026-04-29,350,350.0,43750.0,15750.0,28000.0
500.0,474.73099215834486,2026-04-29 19:45:00,2026-04-29,350,350.0,43750.0,15750.0,28000.0
500.0,466.28857256309766,2026-04-29 20:00:00,2026-04-29,350,350.0,43750.0,15750.0,28000.0
490.0,468.3323297867751,2026-04-29 20:15:00,2026-04-29,350,350.0,42875.0,15750.0,27125.0
470.0,457.1986442489376,2026-04-29 20:30:00,2026-04-29,350,350.0,41125.0,15750.0,25375.0
450.0,457.6995995945357,2026-04-29 20:45:00,2026-04-29,350,350.0,39375.0,15750.0,23625.0
440.0,457.3023182468627,2026-04-29 21:00:00,2026-04-29,350,350.0,38500.0,15750.0,22750.0
430.0,450.07590608981656,2026-04-29 21:15:00,2026-04-29,350,350.0,37625.0,15750.0,21875.0
420.0,426.1435095542869,2026-04-29 21:30:00,2026-04-29,350,350.0,36750.0,15750.0,21000.0
420.0,415.25586771525127,2026-04-29 21:45:00,2026-04-29,300,300.0,31500.0,13500.0,18000.0
410.0,414.2359469925128,2026-04-29 22:00:00,2026-04-29,300,300.0,30750.0,13500.0,17250.0
400.0,407.815004542976,2026-04-29 22:15:00,2026-04-29,300,300.0,30000.0,13500.0,16500.0
400.0,395.3223925545313,2026-04-29 22:30:00,2026-04-29,300,300.0,30000.0,13500.0,16500.0
390.0,393.620033061925,2026-04-29 22:45:00,2026-04-29,300,300.0,29250.0,13500.0,15750.0
382.0,386.2752853549418,2026-04-29 23:00:00,2026-04-29,300,300.0,28650.0,13500.0,15150.0
380.0,379.0818288263311,2026-04-29 23:15:00,2026-04-29,240,240.0,22800.0,10800.0,12000.0
380.0,378.8650784953052,2026-04-29 23:30:00,2026-04-29,240,240.0,22800.0,10800.0,12000.0
370.0,376.0007217967608,2026-04-29 23:45:00,2026-04-29,240,240.0,22200.0,10800.0,11400.0
410.0,386.2289688388975,2026-04-30 00:00:00,2026-04-30,300,300.0,30750.0,13500.0,17250.0
400.0,394.93072603729695,2026-04-30 00:15:00,2026-04-30,300,300.0,30000.0,13500.0,16500.0
400.0,409.476043821232,2026-04-30 00:30:00,2026-04-30,300,300.0,30000.0,13500.0,16500.0
390.0,395.9698074441896,2026-04-30 00:45:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,387.08724077771166,2026-04-30 01:00:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,388.3455536138459,2026-04-30 01:15:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,388.4380720430197,2026-04-30 01:30:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,388.6145111899568,2026-04-30 01:45:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
382.0,388.6359616253494,2026-04-30 02:00:00,2026-04-30,300,300.0,28650.0,13500.0,15150.0
380.0,379.7838179106877,2026-04-30 02:15:00,2026-04-30,240,240.0,22800.0,10800.0,12000.0
380.0,380.6261498185549,2026-04-30 02:30:00,2026-04-30,300,300.0,28500.0,13500.0,15000.0
380.0,377.9072358135299,2026-04-30 02:45:00,2026-04-30,240,240.0,22800.0,10800.0,12000.0
380.0,377.9072358135299,2026-04-30 03:00:00,2026-04-30,240,240.0,22800.0,10800.0,12000.0
370.0,378.083674960467,2026-04-30 03:15:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
370.0,368.7038627718508,2026-04-30 03:30:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
370.0,367.7914452415964,2026-04-30 03:45:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
370.0,369.2301993207352,2026-04-30 04:00:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
370.0,369.40663846767234,2026-04-30 04:15:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
380.0,369.40663846767234,2026-04-30 04:30:00,2026-04-30,240,240.0,22800.0,10800.0,12000.0
380.0,383.07333038090223,2026-04-30 04:45:00,2026-04-30,300,300.0,28500.0,13500.0,15000.0
380.0,381.4732786289149,2026-04-30 05:00:00,2026-04-30,300,300.0,28500.0,13500.0,15000.0
382.0,381.4732786289149,2026-04-30 05:15:00,2026-04-30,300,300.0,28650.0,13500.0,15150.0
390.0,389.2294684119993,2026-04-30 05:30:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,396.55866195484094,2026-04-30 05:45:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,388.16700427504543,2026-04-30 06:00:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
380.0,388.3900692824163,2026-04-30 06:15:00,2026-04-30,300,300.0,28500.0,13500.0,15000.0
370.0,374.7731998702466,2026-04-30 06:30:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
370.0,366.1603676211747,2026-04-30 06:45:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
360.0,365.17545222408063,2026-04-30 07:00:00,2026-04-30,240,240.0,21600.0,10800.0,10800.0
344.0,354.36581264569026,2026-04-30 07:15:00,2026-04-30,240,240.0,20640.0,10800.0,9840.0
320.0,330.59249937727657,2026-04-30 07:30:00,2026-04-30,240,240.0,19200.0,10800.0,8400.0
300.0,286.56205020376774,2026-04-30 07:45:00,2026-04-30,240,240.0,18000.0,10800.0,7200.0
294.0,248.46583686632763,2026-04-30 08:00:00,2026-04-30,120,180.0,13230.0,8100.0,5130.0
290.0,282.6258607867149,2026-04-30 08:15:00,2026-04-30,240,240.0,17400.0,10800.0,6600.0
280.0,278.2447015461568,2026-04-30 08:30:00,2026-04-30,240,240.0,16800.0,10800.0,6000.0
280.0,270.9387529865838,2026-04-30 08:45:00,2026-04-30,240,240.0,16800.0,10800.0,6000.0
280.0,272.46682613403186,2026-04-30 09:00:00,2026-04-30,240,240.0,16800.0,10800.0,6000.0
270.0,273.50802242010724,2026-04-30 09:15:00,2026-04-30,240,240.0,16200.0,10800.0,5400.0
250.0,273.4415136142355,2026-04-30 09:30:00,2026-04-30,240,240.0,15000.0,10800.0,4200.0
200.0,250.628889513536,2026-04-30 09:45:00,2026-04-30,120,180.0,9000.0,8100.0,900.0
0.0,76.67904096841944,2026-04-30 10:00:00,2026-04-30,120,120.0,0.0,5400.0,-5400.0
0.0,-6.989165657805133,2026-04-30 10:15:00,2026-04-30,120,120.0,0.0,5400.0,-5400.0
0.0,-2.901849429715483,2026-04-30 10:30:00,2026-04-30,120,120.0,0.0,5400.0,-5400.0
0.0,11.11631276416706,2026-04-30 10:45:00,2026-04-30,120,120.0,0.0,5400.0,-5400.0
256.0,55.226953065750266,2026-04-30 11:00:00,2026-04-30,120,120.0,7680.0,5400.0,2280.0
250.0,235.38530007105143,2026-04-30 11:15:00,2026-04-30,120,120.0,7500.0,5400.0,2100.0
223.0,259.2236528999874,2026-04-30 11:30:00,2026-04-30,120,120.0,6690.0,5400.0,1290.0
200.0,160.58620541474033,2026-04-30 11:45:00,2026-04-30,120,120.0,6000.0,5400.0,600.0
250.0,130.37346049073955,2026-04-30 12:00:00,2026-04-30,120,120.0,7500.0,5400.0,2100.0
250.0,255.2581491693736,2026-04-30 12:15:00,2026-04-30,120,120.0,7500.0,5400.0,2100.0
250.0,269.7935738661318,2026-04-30 12:30:00,2026-04-30,240,180.0,11250.0,8100.0,3150.0
238.0,280.5653667811984,2026-04-30 12:45:00,2026-04-30,240,240.0,14280.0,10800.0,3480.0
0.0,273.4604952555821,2026-04-30 13:00:00,2026-04-30,240,240.0,0.0,10800.0,-10800.0
0.0,75.82481067459356,2026-04-30 13:15:00,2026-04-30,120,180.0,0.0,8100.0,-8100.0
0.0,6.421139087068765,2026-04-30 13:30:00,2026-04-30,120,120.0,0.0,5400.0,-5400.0
0.0,16.065555280315603,2026-04-30 13:45:00,2026-04-30,120,120.0,0.0,5400.0,-5400.0
150.0,52.50767206786643,2026-04-30 14:00:00,2026-04-30,120,120.0,4500.0,5400.0,-900.0
260.0,259.23859706460536,2026-04-30 14:15:00,2026-04-30,120,120.0,7800.0,5400.0,2400.0
280.0,285.0934548289264,2026-04-30 14:30:00,2026-04-30,240,180.0,12600.0,8100.0,4500.0
285.0,305.5149958730403,2026-04-30 14:45:00,2026-04-30,240,240.0,17100.0,10800.0,6300.0
282.0,299.9016805075892,2026-04-30 15:00:00,2026-04-30,240,240.0,16920.0,10800.0,6120.0
300.0,275.174275705884,2026-04-30 15:15:00,2026-04-30,240,240.0,18000.0,10800.0,7200.0
300.0,300.1448713608982,2026-04-30 15:30:00,2026-04-30,240,240.0,18000.0,10800.0,7200.0
320.0,306.00471986494455,2026-04-30 15:45:00,2026-04-30,240,240.0,19200.0,10800.0,8400.0
346.0,339.55864189988284,2026-04-30 16:00:00,2026-04-30,240,240.0,20760.0,10800.0,9960.0
354.0,360.69997895571873,2026-04-30 16:15:00,2026-04-30,240,240.0,21240.0,10800.0,10440.0
370.0,357.05527338109385,2026-04-30 16:30:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
370.0,376.8325151802311,2026-04-30 16:45:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
370.0,371.0119984656937,2026-04-30 17:00:00,2026-04-30,240,240.0,22200.0,10800.0,11400.0
380.0,370.6971189650757,2026-04-30 17:15:00,2026-04-30,240,240.0,22800.0,10800.0,12000.0
390.0,384.798038830529,2026-04-30 17:30:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
400.0,396.6342214576396,2026-04-30 17:45:00,2026-04-30,300,300.0,30000.0,13500.0,16500.0
410.0,404.0706480575762,2026-04-30 18:00:00,2026-04-30,300,300.0,30750.0,13500.0,17250.0
410.0,409.6961864965226,2026-04-30 18:15:00,2026-04-30,300,300.0,30750.0,13500.0,17250.0
410.0,410.9346193767858,2026-04-30 18:30:00,2026-04-30,300,300.0,30750.0,13500.0,17250.0
415.0,410.85861092468025,2026-04-30 18:45:00,2026-04-30,300,300.0,31125.0,13500.0,17625.0
430.0,415.6463770548854,2026-04-30 19:00:00,2026-04-30,300,300.0,32250.0,13500.0,18750.0
440.0,431.4413328738165,2026-04-30 19:15:00,2026-04-30,350,350.0,38500.0,15750.0,22750.0
430.0,450.4057527106637,2026-04-30 19:30:00,2026-04-30,350,350.0,37625.0,15750.0,21875.0
430.0,429.48957091634935,2026-04-30 19:45:00,2026-04-30,350,350.0,37625.0,15750.0,21875.0
430.0,428.80354864134665,2026-04-30 20:00:00,2026-04-30,350,350.0,37625.0,15750.0,21875.0
420.0,428.80354864134665,2026-04-30 20:15:00,2026-04-30,350,350.0,36750.0,15750.0,21000.0
413.0,417.8724484905271,2026-04-30 20:30:00,2026-04-30,300,300.0,30975.0,13500.0,17475.0
410.0,409.1492697215664,2026-04-30 20:45:00,2026-04-30,300,300.0,30750.0,13500.0,17250.0
410.0,403.9000294296801,2026-04-30 21:00:00,2026-04-30,300,300.0,30750.0,13500.0,17250.0
401.0,405.43682571945465,2026-04-30 21:15:00,2026-04-30,300,300.0,30075.0,13500.0,16575.0
401.0,397.994770584993,2026-04-30 21:30:00,2026-04-30,300,300.0,30075.0,13500.0,16575.0
400.0,398.8820528927525,2026-04-30 21:45:00,2026-04-30,300,300.0,30000.0,13500.0,16500.0
400.0,395.9642898057092,2026-04-30 22:00:00,2026-04-30,300,300.0,30000.0,13500.0,16500.0
400.0,394.81317593991054,2026-04-30 22:15:00,2026-04-30,300,300.0,30000.0,13500.0,16500.0
390.0,394.88622563034926,2026-04-30 22:30:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,385.41141354537217,2026-04-30 22:45:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,386.2096379972803,2026-04-30 23:00:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,386.2096379972803,2026-04-30 23:15:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
390.0,388.0249268487218,2026-04-30 23:30:00,2026-04-30,300,300.0,29250.0,13500.0,15750.0
380.0,388.0463772841144,2026-04-30 23:45:00,2026-04-30,300,300.0,28500.0,13500.0,15000.0
